speed,weight,dead,airbag,seatbelt,frontal,sex,ageOFocc,yearacc,yearVeh,abcat,occRole,deploy,injSeverity
10-24,324.055999998,alive,airbag,belted,0,f,48,2001,1998,nodeploy,pass,0,1
10-24,9.061,alive,none,none,0,f,21,1997,1977,unavail,driver,0,3
10-24,173.8269999996,alive,none,belted,1,f,41,2001,1990,unavail,driver,0,2
10-24,173.970999999,alive,none,none,0,f,33,1998,1986,unavail,driver,0,3
40-54,335.4739999995,alive,none,none,1,m,35,2002,1988,unavail,driver,0,2
55+,16.4709999999,alive,airbag,none,1,m,22,2001,1998,deploy,driver,1,3
25-39,50.5059999996,alive,none,belted,1,m,39,1997,1990,unavail,driver,0,1
10-24,1053.9909999967,alive,airbag,belted,1,f,41,2001,1998,nodeploy,driver,0,1
25-39,129.8289999999,alive,airbag,belted,1,m,25,2001,1994,nodeploy,driver,0,3
10-24,1647.7719999999,alive,airbag,belted,0,m,41,2000,1997,nodeploy,driver,0,0
10-24,2660.6819999814,alive,none,none,1,m,42,1997,1979,unavail,driver,0,0
10-24,513.5849999934,alive,airbag,belted,1,m,19,2002,2002,nodeploy,driver,0,0
25-39,231.0259999987,alive,none,belted,1,f,18,2000,1989,unavail,driver,0,1
10-24,398.0289999992,alive,none,belted,1,m,19,1998,1973,unavail,driver,0,1
25-39,104.6149999993,alive,none,belted,1,m,27,2000,1994,unavail,driver,0,0
25-39,359.0219999999,alive,none,none,1,m,36,2000,1986,unavail,pass,0,3
10-24,5.194,alive,none,belted,1,m,41,1997,1990,unavail,driver,0,0
10-24,963.4579999968,alive,none,belted,1,f,21,2000,1991,unavail,driver,0,1
25-39,76.3099999996,alive,airbag,none,1,m,73,1997,1990,deploy,driver,1,2
25-39,64.5089999996,alive,airbag,belted,1,f,37,1998,1992,deploy,driver,1,2
25-39,48.5699999998,alive,none,none,1,f,26,1998,1990,unavail,pass,0,2
25-39,17.5599999998,alive,airbag,belted,1,f,54,2000,1993,deploy,driver,1,0
55+,30.504,dead,airbag,belted,0,f,56,1997,1995,deploy,driver,1,4
10-24,1632.7459999919,alive,airbag,none,1,m,40,2000,1996,deploy,driver,1,3
40-54,120.9139999999,alive,none,belted,1,m,41,2001,1993,unavail,pass,0,3
55+,9.514,alive,airbag,none,1,m,42,2001,1996,deploy,driver,1,3
10-24,74.0299999993,alive,airbag,belted,1,f,17,1997,1995,deploy,pass,1,0
25-39,102.8739999998,alive,airbag,none,1,m,29,1999,1996,deploy,driver,1,0
10-24,164.7419999987,alive,airbag,belted,0,m,19,2001,1999,deploy,driver,1,0
10-24,155.6369999982,alive,airbag,belted,1,m,19,2002,1996,deploy,pass,1,1
25-39,322.2729999982,alive,airbag,belted,0,m,17,2002,1992,deploy,driver,1,1
55+,44.6169999996,dead,airbag,belted,1,f,45,2001,2000,deploy,driver,1,4
10-24,167.0149999987,alive,airbag,belted,0,f,75,2001,1994,nodeploy,driver,0,3
40-54,13.3809999999,alive,none,none,1,f,42,1997,1982,,driver,0,3
10-24,187.0309999995,alive,airbag,none,1,f,42,2000,1999,deploy,pass,1,3
55+,36.6549999998,alive,airbag,belted,1,m,45,2002,1999,deploy,driver,1,3
10-24,50.3119999999,alive,none,belted,1,m,19,1997,1987,unavail,driver,0,3
55+,14.517,alive,none,none,1,m,22,1997,1985,unavail,driver,0,3
25-39,130.0859999992,alive,none,none,1,m,39,1998,1978,unavail,driver,0,2
10-24,616.2629999965,alive,none,belted,1,m,18,2002,1994,unavail,driver,0,0
40-54,48.2319999998,alive,none,belted,0,f,38,2000,1990,unavail,driver,0,0
25-39,44.6169999996,alive,airbag,belted,1,m,49,2001,1994,deploy,driver,1,2
10-24,1852.59799999,alive,airbag,belted,1,m,40,2001,1999,nodeploy,driver,0,0
10-24,246.209999999,alive,airbag,belted,1,f,19,2002,1991,deploy,driver,1,1
10-24,2464.0339999795,alive,airbag,belted,1,f,21,2000,1999,deploy,driver,1,0
25-39,23.8399999999,alive,airbag,none,1,m,38,1998,1997,deploy,driver,1,3
25-39,148.193,alive,none,none,1,m,42,2002,1989,unavail,driver,0,3
10-24,72.7909999993,alive,none,belted,0,f,72,1998,1990,unavail,driver,0,3
10-24,315.2959999964,alive,airbag,belted,1,m,24,2000,2000,nodeploy,driver,0,0
10-24,5.574,alive,airbag,none,1,f,32,1998,1997,deploy,driver,1,3
10-24,18.3239999998,alive,none,none,1,f,26,1999,1987,unavail,driver,0,3
10-24,143.0039999988,alive,airbag,belted,0,f,63,1998,1996,deploy,driver,1,2
10-24,1141.922999993,alive,airbag,belted,0,f,49,1998,1993,nodeploy,pass,0,0
10-24,47.5379999997,alive,none,belted,0,f,42,1997,1981,unavail,driver,0,3
25-39,106.9319999991,alive,airbag,none,0,m,55,2000,1991,deploy,driver,1,3
25-39,2144.920999974,alive,none,none,0,m,22,2002,1988,unavail,driver,0,3
10-24,846.237999998,alive,none,belted,0,f,67,1997,1986,unavail,pass,0,1
10-24,33.4219999998,alive,airbag,belted,1,m,43,1997,1998,deploy,pass,1,3
10-24,560.9299999997,alive,airbag,belted,1,m,20,2000,1994,deploy,driver,1,1
10-24,119.6989999991,alive,none,belted,0,f,80,1997,1981,unavail,pass,0,
25-39,69.0929999994,alive,none,belted,0,m,21,1998,1991,unavail,driver,0,2
40-54,94.2749999994,alive,none,none,1,f,44,2000,1982,unavail,driver,0,3
10-24,40.6609999998,alive,airbag,none,1,f,47,1999,1996,deploy,driver,1,1
10-24,51.3679999998,alive,airbag,belted,0,m,21,1999,1995,deploy,driver,1,3
25-39,43.6659999997,alive,airbag,none,0,f,27,2001,1999,deploy,driver,1,1
25-39,28.6529999999,alive,none,belted,1,m,19,1997,1992,unavail,driver,0,2
40-54,81.9959999993,alive,none,belted,1,m,44,1997,1991,unavail,driver,0,2
10-24,46.8389999997,alive,none,none,1,m,71,1997,1988,unavail,driver,0,3
10-24,101.6909999996,alive,airbag,belted,1,f,41,2001,1995,deploy,driver,1,3
10-24,584.2889999971,alive,airbag,belted,1,m,22,1998,1993,nodeploy,pass,0,0
10-24,43.4749999996,alive,airbag,belted,1,f,38,2002,1999,deploy,pass,1,0
25-39,11.791,alive,airbag,belted,1,f,68,2001,2000,deploy,driver,1,2
10-24,170.6219999995,alive,airbag,belted,1,m,83,2002,2000,deploy,driver,1,0
40-54,9036.0019999743,alive,none,none,1,m,19,1997,1973,unavail,driver,0,3
10-24,1364.6969999969,alive,airbag,none,1,f,44,2000,1999,nodeploy,driver,0,1
25-39,34.0529999998,alive,airbag,belted,1,f,40,1997,1995,nodeploy,pass,0,3
55+,23.3699999999,alive,none,none,0,m,31,2001,1991,unavail,driver,0,3
10-24,15.048,alive,airbag,belted,1,f,85,2000,1994,deploy,driver,1,2
1-9km/h,24.8389999999,alive,airbag,belted,1,f,20,1999,1995,nodeploy,driver,0,0
25-39,282.4809999987,alive,airbag,belted,1,m,29,2001,1999,deploy,driver,1,2
55+,627.111999996,alive,airbag,none,0,f,18,1998,1997,deploy,driver,1,3
10-24,18.112,alive,airbag,none,1,f,36,1999,1999,deploy,driver,1,1
10-24,54.3389999997,alive,airbag,belted,1,f,44,2000,1997,deploy,driver,1,1
10-24,48.0739999996,alive,airbag,belted,1,m,33,1999,1999,deploy,driver,1,3
25-39,93.7509999992,alive,none,belted,1,m,34,1997,1991,unavail,driver,0,1
10-24,278.550999999,alive,airbag,belted,0,m,34,2001,1995,nodeploy,driver,0,0
25-39,126.1549999993,alive,airbag,belted,1,m,70,2002,2000,deploy,driver,1,2
10-24,1144.9349999875,alive,airbag,belted,0,f,22,2002,1997,nodeploy,driver,0,0
10-24,365.3299999982,alive,airbag,belted,0,f,58,2000,1998,nodeploy,pass,0,0
25-39,11233.8249999285,alive,none,belted,1,m,17,1998,1987,unavail,driver,0,0
40-54,3.912,alive,airbag,belted,0,m,26,2000,1990,nodeploy,driver,0,1
25-39,94.7869999995,alive,none,none,1,m,42,1997,1984,unavail,driver,0,3
10-24,2321.7909999788,alive,airbag,belted,0,f,63,2001,1995,nodeploy,driver,0,1
25-39,500.0469999984,alive,airbag,belted,1,f,48,1999,1996,deploy,,1,1
25-39,11.2919999999,alive,none,belted,1,m,20,2001,1985,unavail,pass,0,2
40-54,13.374,dead,none,none,0,f,33,1997,1987,unavail,driver,0,4
10-24,328.9109999985,alive,none,belted,0,m,16,1997,1991,unavail,driver,0,3
25-39,27.0029999998,alive,airbag,none,1,m,26,1999,1999,nodeploy,driver,0,
10-24,1981.1359999925,alive,airbag,none,1,m,29,2000,1999,nodeploy,driver,0,0
10-24,364.3069999963,alive,airbag,belted,1,f,18,1999,1995,deploy,driver,1,3
10-24,20.6679999998,alive,airbag,belted,0,m,31,1997,1994,nodeploy,driver,0,0
25-39,55.73,alive,airbag,belted,1,f,24,1998,1996,deploy,driver,1,3
10-24,445.8159999996,alive,airbag,belted,0,m,25,2001,1999,nodeploy,pass,0,0
10-24,39.0619999999,alive,airbag,belted,0,f,46,1999,1998,nodeploy,pass,0,3
25-39,42.8679999998,alive,none,belted,1,m,20,2000,1988,unavail,driver,0,3
25-39,3.698,alive,airbag,belted,1,f,26,2000,1999,deploy,pass,1,3
25-39,41.6819999996,alive,airbag,none,1,m,26,1999,1997,deploy,driver,1,1
10-24,302.7349999994,alive,none,none,0,f,25,1998,1989,unavail,driver,0,2
10-24,937.0729999989,alive,airbag,belted,1,m,55,2001,1989,deploy,driver,1,0
10-24,279.2019999996,alive,none,belted,0,m,31,1999,1989,unavail,driver,0,1
10-24,342.7409999967,alive,airbag,belted,0,f,69,1999,1997,nodeploy,driver,0,2
25-39,30.504,alive,none,belted,0,m,61,1997,1990,unavail,driver,0,3
10-24,61.0619999999,alive,none,none,0,m,22,1997,1983,unavail,driver,0,2
10-24,131.061999999,alive,airbag,belted,1,f,38,2000,1994,deploy,driver,1,0
40-54,17.497,alive,none,none,0,f,54,1997,1991,unavail,driver,0,3
25-39,244.2769999988,alive,airbag,belted,0,f,20,1999,1996,nodeploy,driver,0,0
40-54,32.301,alive,none,none,1,f,19,1999,1990,unavail,driver,0,3
25-39,530.1329999939,alive,none,belted,1,m,23,2002,1990,unavail,driver,0,1
25-39,12.9779999999,alive,airbag,belted,1,f,33,1997,1997,deploy,driver,1,3
25-39,24.818,alive,airbag,none,1,f,48,1997,1995,deploy,driver,1,3
10-24,467.925999999,alive,none,none,1,m,23,1998,1989,unavail,driver,0,2
10-24,1860.9679999948,alive,airbag,belted,0,f,27,2000,1993,deploy,driver,1,0
25-39,16.4349999998,alive,none,none,1,f,17,2001,1991,unavail,pass,0,3
25-39,290.4139999971,alive,airbag,belted,0,f,57,2001,1998,nodeploy,pass,0,0
25-39,81.5429999996,alive,airbag,belted,0,f,84,2002,2000,deploy,driver,1,3
25-39,57.463,alive,none,belted,0,f,23,1998,1988,unavail,pass,0,3
10-24,520.2529999986,alive,airbag,belted,1,f,43,1997,1995,nodeploy,driver,0,0
10-24,3.686,alive,none,belted,1,f,62,1998,1995,unavail,pass,0,3
25-39,10.495,alive,none,none,0,f,24,1998,1988,unavail,driver,0,3
10-24,984.8449999988,alive,airbag,belted,1,m,38,2002,1995,deploy,driver,1,0
10-24,764.5419999957,alive,airbag,belted,1,f,25,2002,2002,deploy,pass,1,0
10-24,126.1379999993,alive,none,belted,1,m,24,2001,1981,unavail,pass,0,0
40-54,41.2529999996,alive,none,belted,1,m,17,1997,1990,unavail,driver,0,2
10-24,64.8979999991,alive,airbag,belted,1,m,83,2001,1999,deploy,driver,1,2
40-54,80.0189999994,alive,none,belted,1,m,54,2001,1989,unavail,driver,0,2
10-24,260.0329999998,alive,airbag,belted,1,m,21,2000,1997,deploy,driver,1,1
10-24,319.7239999995,alive,airbag,belted,0,m,28,2000,2000,nodeploy,driver,0,0
25-39,72.176,alive,none,none,1,m,27,2001,1996,unavail,driver,0,3
10-24,18.3309999998,alive,none,belted,1,f,40,1999,1992,unavail,pass,0,3
10-24,224.4579999987,alive,airbag,belted,0,f,30,2000,2000,nodeploy,driver,0,0
10-24,116.8119999999,alive,airbag,belted,1,f,51,1998,1995,deploy,driver,1,2
1-9km/h,31.0789999999,alive,airbag,belted,1,m,57,1998,1991,nodeploy,driver,0,0
25-39,64.0219999999,alive,airbag,belted,0,m,36,2000,1996,deploy,driver,1,3
10-24,1227.6659999937,alive,airbag,none,0,m,39,1998,1996,deploy,driver,1,0
40-54,48.0739999996,alive,airbag,none,0,m,17,1999,1990,deploy,driver,1,3
25-39,2329.2939999998,alive,airbag,belted,1,f,25,1998,1994,deploy,driver,1,0
40-54,128.0629999992,alive,airbag,belted,0,f,44,2002,1994,nodeploy,pass,0,1
40-54,766.1559999958,alive,airbag,belted,1,m,31,1997,1994,deploy,driver,1,1
40-54,238.5759999994,dead,airbag,belted,0,f,40,2001,2001,deploy,pass,1,4
25-39,43.2199999997,alive,none,none,1,m,19,1999,1986,unavail,driver,0,3
10-24,736.5459999964,alive,airbag,none,1,m,22,2002,2002,deploy,driver,1,0
10-24,189.1499999985,alive,none,belted,0,f,46,2002,1989,unavail,driver,0,0
10-24,23.2329999998,alive,none,belted,1,f,18,1999,1991,unavail,pass,0,1
25-39,30.7279999999,alive,airbag,belted,1,m,52,2002,2000,deploy,driver,,2
10-24,86.6239999998,alive,airbag,none,1,m,84,1998,1995,deploy,pass,1,3
10-24,380.4549999982,alive,none,belted,0,f,52,2000,1993,unavail,pass,0,1
10-24,4787.9169999957,alive,none,belted,1,m,18,2001,1992,unavail,pass,0,0
10-24,31.8509999998,alive,none,belted,1,m,22,2000,1989,unavail,driver,0,3
10-24,151.4789999984,alive,airbag,belted,0,f,31,2001,1994,deploy,driver,1,2
10-24,2577.1859999895,alive,airbag,belted,1,m,65,1999,1996,deploy,pass,1,0
10-24,43.4369999999,alive,none,none,1,m,31,1997,1988,unavail,driver,0,2
55+,220.1289999988,alive,airbag,belted,1,m,17,2002,2001,deploy,driver,1,3
40-54,343.4089999981,alive,airbag,none,0,f,39,1999,1996,nodeploy,driver,0,1
25-39,489.3459999971,alive,airbag,belted,1,f,41,2001,2001,deploy,driver,1,0
10-24,2062.1439999938,alive,none,belted,0,m,42,1999,1987,unavail,driver,0,3
25-39,44.5389999999,alive,airbag,belted,0,m,27,2000,1993,deploy,driver,1,3
10-24,526.5909999982,alive,airbag,belted,0,f,43,1999,1997,nodeploy,driver,0,0
55+,51.6719999998,dead,airbag,belted,0,f,38,2000,1994,deploy,driver,1,4
10-24,501.9189999998,alive,airbag,belted,1,f,16,2002,2000,deploy,pass,1,1
25-39,123.034,alive,airbag,belted,1,m,45,2002,1992,deploy,driver,1,1
10-24,41.8479999998,alive,airbag,belted,0,m,27,2002,2001,nodeploy,driver,0,3
10-24,38.5949999997,alive,none,belted,1,m,30,1997,1987,unavail,driver,0,0
1-9km/h,3.245,alive,airbag,belted,1,f,19,2000,1997,nodeploy,driver,0,3
25-39,973.3989999965,alive,airbag,belted,1,f,22,1998,1996,deploy,driver,1,0
10-24,242.4869999997,alive,airbag,belted,1,m,19,2001,1994,deploy,pass,1,2
10-24,784.4849999994,alive,airbag,none,1,f,57,2000,1998,nodeploy,pass,0,2
10-24,74.9739999995,alive,airbag,belted,1,f,26,2002,1993,deploy,driver,1,3
1-9km/h,8.4019999999,alive,airbag,none,0,f,35,2002,2000,nodeploy,driver,0,3
25-39,1117.0669999868,alive,airbag,belted,1,m,20,2001,2000,deploy,driver,1,2
25-39,34.7609999999,alive,none,none,0,f,20,2001,1988,unavail,pass,0,3
55+,68.142,dead,none,none,0,m,18,1998,1986,unavail,driver,0,4
10-24,2001.1449999958,alive,none,belted,1,m,25,2002,1990,unavail,driver,0,0
25-39,87.4199999999,alive,airbag,belted,1,m,34,2000,1997,deploy,driver,1,1
25-39,552.1539999992,alive,airbag,none,1,m,53,1999,1997,deploy,pass,1,3
10-24,0,alive,airbag,belted,1,m,30,1998,1998,deploy,driver,1,0
25-39,50.6169999996,alive,none,belted,1,f,42,1997,1983,unavail,driver,0,3
10-24,99.2639999995,alive,none,belted,0,m,68,2000,1985,unavail,driver,0,3
10-24,91.4269999992,alive,none,none,1,f,19,1999,1990,unavail,pass,0,3
10-24,25.6349999998,alive,airbag,belted,0,f,23,2002,1996,nodeploy,driver,0,3
10-24,4605.6799999476,alive,none,belted,0,m,59,2001,1990,unavail,driver,0,0
25-39,46.8389999997,alive,airbag,none,1,m,19,1997,1993,deploy,driver,1,3
25-39,194.0129999984,alive,airbag,none,1,f,26,2002,1999,deploy,driver,1,1
55+,10.6189999999,alive,none,none,1,f,19,2002,1986,unavail,driver,0,3
10-24,191.5379999988,alive,none,belted,0,f,17,2000,1990,unavail,driver,0,1
25-39,59.1779999998,alive,none,none,0,m,20,2000,1987,unavail,pass,0,3
25-39,355.5949999988,alive,none,belted,1,f,23,2000,1995,unavail,pass,0,2
10-24,21.2359999998,alive,none,belted,0,m,44,2001,1994,unavail,driver,0,3
25-39,1376.3779999912,alive,airbag,none,1,f,21,1997,1996,deploy,driver,1,0
10-24,115.8099999996,alive,none,none,1,m,41,2002,1987,unavail,driver,0,3
10-24,664.3399999961,alive,airbag,none,0,f,46,1998,1995,deploy,driver,1,0
55+,161.8379999995,dead,none,none,1,f,32,2001,1992,unavail,driver,0,4
10-24,41.8479999998,alive,airbag,belted,0,f,22,2002,2001,nodeploy,pass,0,0
25-39,150.5419999994,alive,none,belted,1,f,28,2001,1985,unavail,driver,0,1
10-24,216.193,alive,airbag,belted,0,m,57,2001,2000,nodeploy,driver,0,0
25-39,35.6129999999,dead,none,none,0,m,44,1997,1987,unavail,driver,0,4
10-24,84.1569999997,alive,airbag,belted,1,f,75,1999,1998,deploy,driver,1,3
55+,14.0369999999,dead,airbag,belted,0,f,25,1997,1995,deploy,driver,1,4
10-24,20.8699999999,alive,none,none,1,m,42,1999,1991,unavail,driver,0,1
40-54,27.5619999999,alive,airbag,belted,1,m,45,1998,1997,deploy,pass,1,1
10-24,1,alive,airbag,belted,1,f,33,2002,2000,deploy,driver,1,1
10-24,61.5039999997,dead,none,belted,1,f,53,1997,1989,unavail,driver,0,4
25-39,294.1409999989,alive,airbag,belted,0,m,38,1997,1997,deploy,driver,1,0
10-24,13.0249999999,dead,airbag,none,0,m,55,2001,2001,deploy,driver,1,4
55+,37.2799999998,alive,none,none,1,f,34,2000,1991,unavail,driver,0,3
40-54,42.6089999997,alive,airbag,belted,1,m,52,1999,1998,deploy,driver,1,2
25-39,28.9959999998,alive,none,belted,1,f,43,1997,1994,unavail,driver,0,3
10-24,409.3599999994,alive,airbag,belted,0,f,26,1998,1994,nodeploy,driver,0,0
10-24,86.9859999996,alive,none,belted,0,f,40,1998,1982,unavail,driver,0,3
10-24,756.2659999952,alive,airbag,none,1,f,18,2001,1992,deploy,driver,1,1
55+,30.0599999998,alive,none,belted,1,m,82,2002,1988,unavail,driver,0,2
40-54,7.595,dead,none,none,1,m,27,1998,1987,unavail,driver,0,4
25-39,17.5179999999,alive,airbag,belted,1,m,24,2001,1994,deploy,driver,1,2
25-39,76.4069999997,alive,airbag,belted,1,m,47,1999,1995,deploy,driver,1,1
10-24,349.6399999969,alive,none,none,1,m,58,1999,1992,unavail,driver,0,0
25-39,19.433,alive,none,belted,1,m,57,1998,1994,unavail,driver,0,
10-24,964.5269999951,alive,airbag,belted,1,f,42,1999,1999,deploy,driver,1,1
10-24,60.4409999996,alive,airbag,belted,1,f,16,1998,1998,deploy,driver,1,0
10-24,12.637,alive,airbag,belted,1,m,18,2002,1990,deploy,driver,1,0
55+,427.3279999979,alive,airbag,none,1,m,16,2000,1999,deploy,pass,1,3
25-39,58.8189999997,alive,airbag,belted,1,m,31,1997,1995,deploy,driver,1,3
25-39,301.7099999972,alive,none,belted,1,m,16,1997,1988,unavail,driver,0,2
10-24,185.6419999991,alive,airbag,belted,1,f,37,2002,1997,nodeploy,pass,0,0
25-39,20.862,alive,none,belted,0,f,17,2001,1990,unavail,driver,0,3
40-54,11.12,alive,none,none,1,m,39,2000,1987,unavail,driver,0,3
10-24,641.161999993,alive,none,belted,0,f,75,1998,1986,unavail,pass,0,0
10-24,30.1279999998,alive,none,belted,0,m,19,1998,1978,unavail,driver,0,3
10-24,21.7929999998,alive,none,belted,1,m,18,1997,1979,unavail,driver,0,3
10-24,87.1349999998,alive,none,belted,0,f,41,1997,1994,unavail,driver,0,3
10-24,3224.1159999967,alive,airbag,belted,1,m,50,1999,1999,nodeploy,driver,0,0
25-39,272.1589999981,alive,airbag,belted,1,f,20,2002,1998,deploy,driver,1,3
40-54,9.8219999999,alive,airbag,belted,1,m,18,2002,1995,deploy,pass,1,1
25-39,47.0249999999,alive,airbag,belted,1,f,54,2000,1998,nodeploy,driver,0,3
10-24,163.3279999997,alive,none,belted,0,f,32,1998,1991,unavail,pass,0,3
10-24,12.872,alive,none,none,1,m,33,1998,1990,unavail,driver,0,3
55+,10.2159999999,dead,none,none,0,m,47,1999,1994,unavail,driver,0,4
1-9km/h,516.7399999946,alive,airbag,belted,0,m,31,1998,1995,nodeploy,driver,0,1
25-39,5.89,alive,airbag,belted,1,m,29,1999,1998,deploy,driver,1,0
10-24,2534.0939999819,alive,none,none,1,f,20,1999,1986,unavail,driver,0,0
25-39,1047.8609999865,alive,none,belted,1,m,59,1999,1987,unavail,driver,0,1
10-24,43.3969999999,alive,airbag,belted,0,f,34,1997,1994,nodeploy,driver,0,3
25-39,96.4269999992,alive,none,belted,1,m,16,2001,1996,unavail,pass,0,3
10-24,8968.8569999933,alive,airbag,belted,1,f,16,2000,1998,deploy,driver,1,0
40-54,234.693,alive,airbag,belted,1,f,37,2002,1996,deploy,driver,1,1
55+,5.531,alive,airbag,belted,1,m,22,1997,1996,deploy,driver,1,2
40-54,629.2009999976,alive,none,none,1,f,43,1998,1988,unavail,driver,0,2
10-24,105.5239999993,alive,none,belted,1,f,17,1998,1984,unavail,driver,0,2
10-24,717.2669999972,alive,airbag,belted,1,f,52,2000,2000,nodeploy,driver,0,0
10-24,156.1229999997,alive,airbag,belted,1,m,32,2001,2001,nodeploy,driver,0,1
25-39,38.8969999999,alive,airbag,belted,1,f,46,2002,1997,deploy,driver,1,2
10-24,808.9689999968,alive,none,belted,0,m,74,2000,1989,unavail,driver,0,0
55+,14.517,alive,airbag,none,1,m,40,1997,1997,deploy,driver,1,3
10-24,211.727,alive,none,belted,0,f,44,2002,1993,unavail,driver,0,1
10-24,1359.848999992,alive,airbag,belted,1,f,38,1997,1994,deploy,driver,1,1
10-24,61.1119999997,alive,none,none,1,m,67,1999,1987,unavail,driver,0,3
10-24,763.0159999952,alive,none,belted,1,f,39,1997,1985,unavail,pass,0,2
25-39,18.8259999999,alive,airbag,belted,1,m,52,2002,1993,deploy,driver,1,1
10-24,200.7189999986,alive,airbag,belted,1,m,69,1997,1994,nodeploy,driver,0,0
10-24,53.4849999999,alive,airbag,belted,0,f,78,2001,2000,deploy,pass,1,1
40-54,31.1549999998,alive,none,none,1,m,31,1998,1990,unavail,driver,0,2
25-39,41.8479999998,alive,airbag,belted,0,f,63,2002,2001,nodeploy,driver,0,3
25-39,51.1639999999,alive,airbag,belted,1,m,31,2000,2000,deploy,driver,1,3
40-54,30.7319999998,alive,airbag,belted,0,f,45,1997,1991,deploy,driver,1,1
25-39,1271.1109999865,alive,airbag,belted,1,m,18,2002,1996,deploy,driver,1,2
25-39,1534.1929999888,alive,none,none,1,m,20,1997,1978,unavail,driver,0,2
25-39,11.7309999999,alive,none,none,1,m,22,2002,1978,unavail,driver,0,3
25-39,24.3099999998,dead,none,none,0,f,57,1997,1992,unavail,pass,0,4
10-24,10.725,alive,airbag,belted,1,f,16,2001,1999,deploy,driver,1,0
10-24,323.7309999987,alive,airbag,belted,1,f,32,2000,1998,deploy,pass,1,0
10-24,124.6719999993,alive,airbag,belted,0,f,35,2000,1994,nodeploy,driver,0,1
25-39,1077.6179999858,alive,airbag,none,1,m,36,2002,1999,deploy,driver,1,1
10-24,954.3219999969,alive,none,none,1,m,16,1998,1987,unavail,pass,0,0
25-39,311.4239999987,alive,airbag,belted,0,m,34,2000,1993,nodeploy,driver,0,1
55+,48.3799999999,dead,none,none,1,m,21,1997,1977,unavail,pass,0,4
10-24,3676.2559999824,alive,airbag,belted,1,m,30,2002,2002,nodeploy,driver,0,0
25-39,36.6549999998,alive,airbag,belted,0,f,19,2002,1993,nodeploy,driver,0,0
25-39,42.977,alive,airbag,belted,0,f,40,2002,1998,nodeploy,driver,0,3
25-39,44.6689999998,alive,none,belted,1,m,72,1997,1990,unavail,driver,0,3
10-24,0,alive,airbag,belted,0,f,44,2002,2000,nodeploy,driver,0,1
25-39,74.9739999995,alive,airbag,none,1,m,19,2002,2002,deploy,driver,1,3
25-39,24.7429999998,alive,airbag,belted,0,m,27,2002,2002,nodeploy,driver,0,3
25-39,59.0059999996,alive,airbag,belted,0,f,55,2002,1995,deploy,driver,1,3
