year,age,maritl,race,education,jobclass,health,health_ins,wage
2007,28,2. Married,1. White,2. HS Grad,1. Industrial,1. <=Good,1. Yes,109.6429681403
2004,39,2. Married,1. White,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,148.4131591026
2004,56,2. Married,1. White,2. HS Grad,1. Industrial,1. <=Good,2. No,105.7676396228
2004,54,2. Married,1. White,5. Advanced Degree,1. Industrial,2. >=Very Good,2. No,272.2947832201
2005,40,1. Never Married,1. White,3. Some College,2. Information,2. >=Very Good,1. Yes,73.7757432747
2008,21,2. Married,4. Other,2. HS Grad,1. Industrial,2. >=Very Good,2. No,54.5981500331
2005,28,5. Separated,1. White,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,94.0727147457
2005,26,1. Never Married,2. Black,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,84.045957654
2007,51,4. Divorced,1. White,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,94.0727147457
2009,49,4. Divorced,1. White,2. HS Grad,1. Industrial,1. <=Good,1. Yes,99.6894636985
2006,48,2. Married,1. White,3. Some College,1. Industrial,2. >=Very Good,1. Yes,99.6894636985
2003,24,1. Never Married,1. White,2. HS Grad,1. Industrial,1. <=Good,1. Yes,81.2832532843
2007,41,1. Never Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,121.4303138226
2004,31,2. Married,1. White,3. Some College,2. Information,2. >=Very Good,1. Yes,109.8339856422
2005,41,2. Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,2. No,94.0727147457
2004,43,2. Married,1. White,4. College Grad,2. Information,2. >=Very Good,1. Yes,272.2947832201
2005,39,2. Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,116.2653240625
2009,29,1. Never Married,1. White,2. HS Grad,2. Information,2. >=Very Good,1. Yes,95.230712567
2004,24,1. Never Married,2. Black,2. HS Grad,2. Information,2. >=Very Good,1. Yes,75.355679318
2006,46,1. Never Married,2. Black,3. Some College,2. Information,2. >=Very Good,1. Yes,90.4819133566
2004,47,2. Married,1. White,2. HS Grad,1. Industrial,1. <=Good,2. No,118.8843593399
2007,38,4. Divorced,2. Black,4. College Grad,2. Information,2. >=Very Good,1. Yes,104.9215065337
2009,27,1. Never Married,1. White,2. HS Grad,1. Industrial,1. <=Good,2. No,65.1108537153
2003,27,2. Married,1. White,1. < HS Grad,1. Industrial,2. >=Very Good,2. No,66.2294082944
2004,34,1. Never Married,1. White,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,151.5914842398
2004,55,2. Married,1. White,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,195.6763079905
2006,44,2. Married,1. White,1. < HS Grad,2. Information,2. >=Very Good,1. Yes,87.9810327856
2004,48,2. Married,1. White,3. Some College,2. Information,1. <=Good,1. Yes,117.1468169148
2007,30,1. Never Married,1. White,4. College Grad,2. Information,2. >=Very Good,1. Yes,101.8243520757
2008,45,1. Never Married,1. White,1. < HS Grad,1. Industrial,2. >=Very Good,2. No,70.4760196469
2004,24,1. Never Married,1. White,4. College Grad,2. Information,2. >=Very Good,2. No,94.0727147457
2003,51,5. Separated,1. White,2. HS Grad,1. Industrial,1. <=Good,1. Yes,148.4131591026
2006,41,2. Married,3. Asian,1. < HS Grad,1. Industrial,1. <=Good,1. Yes,89.492479518
2009,38,1. Never Married,1. White,3. Some College,1. Industrial,2. >=Very Good,2. No,84.045957654
2007,40,2. Married,2. Black,4. College Grad,2. Information,2. >=Very Good,1. Yes,154.6852929956
2009,40,2. Married,1. White,2. HS Grad,1. Industrial,1. <=Good,2. No,79.8549003093
2005,32,1. Never Married,2. Black,3. Some College,2. Information,1. <=Good,1. Yes,114.4757132903
2008,57,2. Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,2. No,116.2653240625
2005,48,2. Married,1. White,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,152.2168068271
2003,58,2. Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,2. No,104.9215065337
2003,29,2. Married,2. Black,2. HS Grad,1. Industrial,1. <=Good,1. Yes,59.6286455537
2009,29,2. Married,1. White,5. Advanced Degree,2. Information,2. >=Very Good,2. No,117.1468169148
2003,60,2. Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,35.0334213215
2004,21,1. Never Married,1. White,2. HS Grad,2. Information,2. >=Very Good,1. Yes,84.045957654
2006,35,2. Married,1. White,4. College Grad,2. Information,2. >=Very Good,2. No,109.8339856422
2006,56,2. Married,1. White,4. College Grad,2. Information,2. >=Very Good,1. Yes,109.8339856422
2005,80,1. Never Married,1. White,2. HS Grad,2. Information,2. >=Very Good,2. No,87.9810327856
2004,35,4. Divorced,1. White,2. HS Grad,1. Industrial,2. >=Very Good,2. No,59.0970640816
2003,37,4. Divorced,1. White,2. HS Grad,2. Information,1. <=Good,1. Yes,65.1108537153
2007,34,2. Married,1. White,5. Advanced Degree,2. Information,2. >=Very Good,2. No,97.4932940454
2005,32,2. Married,1. White,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,148.4131591026
2008,28,1. Never Married,1. White,4. College Grad,2. Information,2. >=Very Good,1. Yes,178.5330503802
2007,39,2. Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,118.886080351
2009,27,1. Never Married,2. Black,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,102.8702469332
2008,34,2. Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,2. No,107.9039238669
2004,49,4. Divorced,1. White,2. HS Grad,1. Industrial,1. <=Good,2. No,72.5612283088
2004,32,2. Married,1. White,2. HS Grad,2. Information,2. >=Very Good,1. Yes,70.8150386168
2005,49,2. Married,1. White,3. Some College,1. Industrial,2. >=Very Good,1. Yes,92.8958447895
2008,60,2. Married,3. Asian,3. Some College,2. Information,1. <=Good,1. Yes,127.1157438122
2006,50,2. Married,1. White,2. HS Grad,2. Information,2. >=Very Good,1. Yes,123.0896998479
2005,49,2. Married,1. White,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,148.4131591026
2009,58,2. Married,1. White,4. College Grad,2. Information,2. >=Very Good,2. No,154.6852929956
2008,57,1. Never Married,2. Black,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,138.6109940326
2004,56,4. Divorced,1. White,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,85.383940379
2006,46,2. Married,1. White,3. Some College,2. Information,2. >=Very Good,1. Yes,139.6758701627
2004,44,4. Divorced,1. White,5. Advanced Degree,2. Information,1. <=Good,1. Yes,120.5894365304
2005,25,1. Never Married,1. White,4. College Grad,2. Information,2. >=Very Good,1. Yes,85.383940379
2004,40,2. Married,1. White,4. College Grad,2. Information,2. >=Very Good,1. Yes,111.720849361
2005,30,2. Married,1. White,4. College Grad,2. Information,2. >=Very Good,1. Yes,99.6894636985
2003,56,2. Married,1. White,1. < HS Grad,2. Information,2. >=Very Good,1. Yes,85.383940379
2004,26,1. Never Married,1. White,4. College Grad,1. Industrial,2. >=Very Good,2. No,82.6796372966
2003,39,2. Married,1. White,3. Some College,1. Industrial,2. >=Very Good,1. Yes,145.1436011769
2005,24,1. Never Married,1. White,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,118.8843593399
2006,54,2. Married,1. White,2. HS Grad,2. Information,2. >=Very Good,1. Yes,111.720849361
2007,41,1. Never Married,2. Black,1. < HS Grad,1. Industrial,2. >=Very Good,2. No,75.355679318
2003,49,2. Married,1. White,3. Some College,1. Industrial,2. >=Very Good,1. Yes,118.8843593399
2006,29,2. Married,1. White,3. Some College,2. Information,1. <=Good,2. No,108.3906400204
2009,51,2. Married,1. White,2. HS Grad,1. Industrial,1. <=Good,1. Yes,79.8549003093
2009,46,2. Married,1. White,2. HS Grad,1. Industrial,1. <=Good,1. Yes,104.9215065337
2009,52,2. Married,1. White,3. Some College,1. Industrial,2. >=Very Good,1. Yes,118.8843593399
2007,31,2. Married,1. White,3. Some College,1. Industrial,2. >=Very Good,2. No,99.6894636985
2008,43,1. Never Married,1. White,2. HS Grad,2. Information,1. <=Good,1. Yes,87.9810327856
2007,51,2. Married,4. Other,3. Some College,1. Industrial,2. >=Very Good,1. Yes,139.0034080595
2003,56,1. Never Married,1. White,5. Advanced Degree,2. Information,1. <=Good,1. Yes,87.9810327856
2003,38,2. Married,1. White,4. College Grad,2. Information,2. >=Very Good,1. Yes,268.2662920126
2003,43,2. Married,1. White,4. College Grad,2. Information,1. <=Good,1. Yes,114.4757132903
2007,46,2. Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,82.6796372966
2005,42,4. Divorced,1. White,3. Some College,2. Information,2. >=Very Good,1. Yes,111.720849361
2009,48,2. Married,1. White,1. < HS Grad,2. Information,2. >=Very Good,2. No,100.8794609188
2003,35,2. Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,144.4780876654
2007,54,2. Married,1. White,5. Advanced Degree,1. Industrial,2. >=Very Good,1. Yes,118.5395025338
2005,41,1. Never Married,2. Black,2. HS Grad,1. Industrial,2. >=Very Good,2. No,65.1108537153
2005,29,1. Never Married,1. White,4. College Grad,1. Industrial,1. <=Good,1. Yes,128.6804882206
2003,31,2. Married,3. Asian,2. HS Grad,1. Industrial,1. <=Good,2. No,61.187526434
2004,44,4. Divorced,2. Black,2. HS Grad,2. Information,1. <=Good,1. Yes,79.8549003093
2007,53,2. Married,1. White,1. < HS Grad,2. Information,1. <=Good,1. Yes,92.8958447895
2003,64,1. Never Married,1. White,3. Some College,2. Information,1. <=Good,1. Yes,99.6894636985
2003,48,2. Married,1. White,2. HS Grad,2. Information,2. >=Very Good,2. No,70.4760196469
2003,28,2. Married,4. Other,2. HS Grad,1. Industrial,2. >=Very Good,2. No,87.9810327856
2003,44,2. Married,1. White,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,143.1349408111
2006,59,1. Never Married,1. White,3. Some College,2. Information,2. >=Very Good,1. Yes,117.1468169148
2004,52,2. Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,148.4131591026
2008,49,2. Married,2. Black,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,99.6894636985
2006,49,4. Divorced,1. White,3. Some College,2. Information,2. >=Very Good,1. Yes,103.9024706032
2004,33,2. Married,1. White,3. Some College,2. Information,1. <=Good,1. Yes,102.8702469332
2009,29,2. Married,1. White,4. College Grad,2. Information,2. >=Very Good,2. No,137.5901427665
2005,42,2. Married,1. White,2. HS Grad,2. Information,2. >=Very Good,1. Yes,114.4757132903
2004,55,1. Never Married,3. Asian,3. Some College,2. Information,2. >=Very Good,1. Yes,87.9810327856
2009,31,1. Never Married,1. White,2. HS Grad,1. Industrial,1. <=Good,1. Yes,113.5670895698
2008,39,2. Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,143.1349408111
2003,25,1. Never Married,1. White,3. Some College,1. Industrial,2. >=Very Good,2. No,94.0727147457
2005,48,1. Never Married,2. Black,2. HS Grad,2. Information,2. >=Very Good,1. Yes,87.9810327856
2005,46,2. Married,1. White,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,66.9616443217
2003,25,1. Never Married,1. White,1. < HS Grad,1. Industrial,2. >=Very Good,2. No,81.2832532843
2003,39,2. Married,1. White,3. Some College,2. Information,2. >=Very Good,1. Yes,130.9821773775
2008,38,2. Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,94.0727147457
2005,28,2. Married,1. White,3. Some College,1. Industrial,2. >=Very Good,1. Yes,103.9024706032
2008,26,1. Never Married,1. White,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,105.9278107751
2007,20,1. Never Married,1. White,3. Some College,1. Industrial,1. <=Good,1. Yes,70.8150386168
2006,58,2. Married,1. White,1. < HS Grad,1. Industrial,1. <=Good,1. Yes,75.355679318
2004,32,3. Widowed,3. Asian,4. College Grad,1. Industrial,2. >=Very Good,2. No,104.9215065337
2008,48,5. Separated,1. White,1. < HS Grad,1. Industrial,2. >=Very Good,2. No,64.868969194
2004,38,2. Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,2. No,48.185650217
2006,38,2. Married,1. White,4. College Grad,2. Information,2. >=Very Good,1. Yes,162.9464607447
2005,41,2. Married,1. White,3. Some College,1. Industrial,2. >=Very Good,2. No,86.6951548289
2008,29,1. Never Married,1. White,2. HS Grad,2. Information,2. >=Very Good,2. No,118.8843593399
2006,56,5. Separated,3. Asian,4. College Grad,2. Information,1. <=Good,2. No,99.6894636985
2006,47,2. Married,1. White,3. Some College,2. Information,2. >=Very Good,1. Yes,134.7053751189
2006,57,2. Married,1. White,3. Some College,2. Information,2. >=Very Good,1. Yes,107.9039238669
2008,46,2. Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,118.8843593399
2007,34,2. Married,1. White,1. < HS Grad,1. Industrial,2. >=Very Good,2. No,100.7642728421
2006,33,1. Never Married,1. White,2. HS Grad,2. Information,1. <=Good,1. Yes,116.2653240625
2003,28,2. Married,3. Asian,5. Advanced Degree,1. Industrial,1. <=Good,2. No,141.7751723332
2003,48,2. Married,1. White,4. College Grad,1. Industrial,1. <=Good,1. Yes,133.2323508266
2009,57,2. Married,1. White,1. < HS Grad,1. Industrial,2. >=Very Good,1. Yes,106.9218140912
2008,46,2. Married,1. White,4. College Grad,1. Industrial,2. >=Very Good,2. No,89.2428846645
2004,33,1. Never Married,3. Asian,4. College Grad,2. Information,2. >=Very Good,1. Yes,86.6951548289
2003,72,2. Married,1. White,5. Advanced Degree,2. Information,1. <=Good,1. Yes,189.2441629328
2003,53,2. Married,1. White,1. < HS Grad,2. Information,2. >=Very Good,2. No,73.7757432747
2003,41,2. Married,1. White,4. College Grad,2. Information,2. >=Very Good,2. No,70.4760196469
2006,36,2. Married,1. White,3. Some College,2. Information,2. >=Very Good,2. No,83.3213415448
2007,29,1. Never Married,1. White,2. HS Grad,1. Industrial,1. <=Good,1. Yes,73.7757432747
2007,44,2. Married,1. White,2. HS Grad,2. Information,1. <=Good,1. Yes,75.8522371954
2003,50,2. Married,1. White,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,134.7053751189
2005,46,2. Married,2. Black,3. Some College,1. Industrial,2. >=Very Good,1. Yes,133.2323508266
2003,34,2. Married,1. White,2. HS Grad,2. Information,2. >=Very Good,1. Yes,111.720849361
2008,33,1. Never Married,1. White,5. Advanced Degree,1. Industrial,2. >=Very Good,2. No,81.2832532843
2003,53,2. Married,1. White,4. College Grad,2. Information,2. >=Very Good,1. Yes,176.9896504899
2006,54,2. Married,1. White,5. Advanced Degree,2. Information,1. <=Good,1. Yes,73.7757432747
2006,64,2. Married,1. White,2. HS Grad,2. Information,1. <=Good,1. Yes,95.230712567
2008,55,2. Married,1. White,4. College Grad,1. Industrial,2. >=Very Good,2. No,127.1157438122
2006,20,1. Never Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,2. No,70.4760196469
2006,36,2. Married,1. White,3. Some College,1. Industrial,2. >=Very Good,1. Yes,118.8843593399
2007,39,2. Married,1. White,3. Some College,1. Industrial,2. >=Very Good,1. Yes,134.7053751189
2007,30,1. Never Married,1. White,2. HS Grad,2. Information,2. >=Very Good,1. Yes,89.492479518
2003,53,2. Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,87.9810327856
2008,27,2. Married,1. White,3. Some College,2. Information,2. >=Very Good,1. Yes,100.7642728421
2007,29,2. Married,1. White,3. Some College,1. Industrial,2. >=Very Good,1. Yes,106.9218140912
2008,66,2. Married,1. White,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,276.7784133212
2005,56,2. Married,2. Black,4. College Grad,1. Industrial,2. >=Very Good,2. No,118.8843593399
2003,51,2. Married,1. White,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,178.700657207
2005,63,2. Married,1. White,1. < HS Grad,1. Industrial,1. <=Good,2. No,73.7757432747
2009,36,2. Married,1. White,1. < HS Grad,1. Industrial,2. >=Very Good,2. No,77.4976813877
2005,27,2. Married,1. White,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,145.8051633746
2004,58,2. Married,1. White,3. Some College,1. Industrial,2. >=Very Good,1. Yes,148.4131591026
2005,59,2. Married,2. Black,3. Some College,1. Industrial,2. >=Very Good,1. Yes,104.9215065337
2009,38,2. Married,1. White,4. College Grad,2. Information,2. >=Very Good,1. Yes,114.4757132903
2003,38,2. Married,1. White,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,179.5280921965
2005,31,1. Never Married,1. White,4. College Grad,2. Information,2. >=Very Good,2. No,94.0727147457
2006,32,2. Married,1. White,3. Some College,1. Industrial,2. >=Very Good,2. No,105.9278107751
2005,59,2. Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,81.2832532843
2004,56,2. Married,1. White,2. HS Grad,2. Information,1. <=Good,1. Yes,102.1270009146
2004,30,1. Never Married,1. White,1. < HS Grad,1. Industrial,2. >=Very Good,2. No,86.6951548289
2003,40,2. Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,73.7757432747
2007,38,2. Married,2. Black,4. College Grad,2. Information,2. >=Very Good,1. Yes,141.7751723332
2009,75,2. Married,1. White,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,85.383940379
2006,61,2. Married,1. White,3. Some College,2. Information,2. >=Very Good,2. No,130.9821773775
2007,20,1. Never Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,81.2832532843
2007,49,4. Divorced,1. White,2. HS Grad,1. Industrial,1. <=Good,1. Yes,104.5917379249
2008,58,2. Married,3. Asian,1. < HS Grad,2. Information,2. >=Very Good,2. No,54.5981500331
2007,46,2. Married,1. White,4. College Grad,2. Information,1. <=Good,1. Yes,141.7751723332
2003,62,2. Married,1. White,4. College Grad,2. Information,1. <=Good,1. Yes,169.8003422807
2009,36,2. Married,1. White,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,138.2991269209
2009,60,2. Married,1. White,5. Advanced Degree,2. Information,1. <=Good,2. No,138.2991269209
2005,36,2. Married,1. White,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,132.3524777099
2003,34,4. Divorced,1. White,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,105.9278107751
2003,25,2. Married,1. White,3. Some College,1. Industrial,2. >=Very Good,1. Yes,87.9810327856
2006,46,4. Divorced,1. White,3. Some College,2. Information,2. >=Very Good,1. Yes,144.4780876654
2006,48,2. Married,1. White,2. HS Grad,2. Information,2. >=Very Good,1. Yes,111.1854619302
2007,56,1. Never Married,1. White,5. Advanced Degree,2. Information,2. >=Very Good,2. No,154.0729972063
2005,33,1. Never Married,2. Black,2. HS Grad,1. Industrial,1. <=Good,2. No,73.7757432747
2006,45,2. Married,1. White,4. College Grad,2. Information,2. >=Very Good,1. Yes,116.2653240625
2005,42,2. Married,1. White,4. College Grad,2. Information,2. >=Very Good,2. No,123.0896998479
2006,50,3. Widowed,1. White,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,109.8339856422
2007,56,2. Married,1. White,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,99.6894636985
2003,26,2. Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,123.0896998479
2007,44,2. Married,1. White,1. < HS Grad,2. Information,2. >=Very Good,1. Yes,118.8843593399
2003,26,1. Never Married,1. White,3. Some College,1. Industrial,2. >=Very Good,1. Yes,73.7757432747
2007,33,1. Never Married,2. Black,3. Some College,2. Information,2. >=Very Good,1. Yes,89.2428846645
2007,75,2. Married,2. Black,1. < HS Grad,2. Information,1. <=Good,2. No,53.3953468906
2009,52,2. Married,1. White,5. Advanced Degree,2. Information,2. >=Very Good,2. No,133.2323508266
